ID	tweet	label	cleaned_text	english_translated
ha_train_07024	@user Wannan shi ake kira da rayuwa knn...! Yayi tashe kamar bazai kareba amma kuma yanxu ga yanda Allah Yayi da rayuwarsa😢 Ubangiji knn..... Ba wanda ya girmi kaddarar Allah	neutral	Wannan shi ake kira da rayuwa knn Yayi tashe kamar bazai kareba amma kuma yanxu ga yanda Allah Yayi da rayuwarsa Ubangiji knn Ba wanda ya girmi kaddarar Allah	This is being called the life knry to raised, but God had his life to God to the Lord, which he was older than the propuries of God.
ha_train_07025	@user @user ka hanzarta kada ya qare😁	neutral	ka hanzarta kada ya qare	you accelerate not to conclude
ha_train_07026	@user Taska kasan komai😂😂	neutral	Taska kasan komai	Treasure bottom of everything
ha_train_07027	@user Baa bawa RMadrid PK ba 😂😂😂😂	neutral	Baa bawa RMadrid PK ba	BaA to rmadrid pk
ha_train_07028	@user Kwarai da gaske. Kuma muna nan munsa ido 👀	neutral	Kwarai da gaske Kuma muna nan munsa ido	Excellent and we are there
ha_train_07029	@user @user Wannan laujen haka mc 🤣🤣	neutral	Wannan laujen haka mc	This is so Mc
ha_train_07030	@user Ba saikin yi bama, na kalli film na Halwa throwback inki na wajen😅	neutral	Ba saikin yi bama na kalli film na Halwa throwback inki na wajen	Do not have to look at the film of your leading throwback inka of
ha_train_07031	@user A sassauta yace ko a tsawaita???🙄🙄🙄	neutral	A sassauta yace ko a tsawaita	Loosened to say or be extended
ha_train_07032	@user Idan kayi yaki da ita zuciya ba wawiya bace 👍🏼	neutral	Idan kayi yaki da ita zuciya ba wawiya bace	If you fight it not wagging disappearance
ha_train_07033	@user Angani a duniyar mars ma 😂	neutral	Angani a duniyar mars ma	Angan on Mars also
ha_train_07034	@user Toh fa 🙁 kaima ka ari hannu kenan.. mufai muna nan muna zura 👀👀ta kowa ma zata fito	neutral	Toh fa  kaima ka ari hannu kenan mufai muna nan muna zura ta kowa ma zata fito	Tohay the manner, we are still trying to come out
ha_train_07035	@user Dama nasiru salisu zango KATO NE? Wlh jinake Dan siririne😂	neutral	Dama nasiru salisu zango KATO NE Wlh jinake Dan siririne	Right NeKu Salisu Copy Kato is the WLH Jining Rollinine
ha_train_07036	@user 'Yan majalisa muna godia.🙌😩 Ko haka aka tsaya munsan kun San damu mashaya shayi.😂❤ @user @user @user @user I lied?😂	neutral	Yan majalisa muna godia Ko haka aka tsaya munsan kun San damu mashaya shayi     I lied	Call members are about to be Godia so you are stopped you know that you know a bar I Bea Lied
ha_train_07037	@user Matar Ali nuhu a film 🎦 din MATAR MUTUM	neutral	Matar Ali nuhu a film  din MATAR MUTUM	The wife of Ali Jaih's wife at the human wife
ha_train_07038	@user 👉😂 23 Inya kuwa sadau	neutral	23 Inya kuwa sadau	23 And if thy swearing
ha_train_07039	@user @user @user @user Toh anya wannan ba bara ba che🤣🤣🤣	neutral	Toh anya wannan ba bara ba che	Toh Anya This is not che
ha_train_07040	@user inda ace gidan obasanjo ne dasai ace Dara taci gida 😎	neutral	inda ace gidan obasanjo ne dasai ace Dara taci gida	Where abane Obasanjo home is working to work rights
ha_train_07041	@user @user @user Qwarrai ma kuwa musamman Wann yarinyar 👉👉👇👇 https://t.co/jPwoc1SeC6	neutral	Qwarrai ma kuwa musamman Wann yarinyar	The unique
ha_train_07042	@user 😂 😂 😂 Dama masunta ke gajeren wando	neutral	Dama masunta ke gajeren wando	The right of fishermen is short pants
ha_train_07043	@user @user Mai gadon zinare💥💥	neutral	Mai gadon zinare	The gold bed
ha_train_07044	@user Ina muka iya👏	neutral	Ina muka iya	Where we can
ha_train_07045	@user Karka damu hargobe Kai 🗝️ master ne	neutral	Karka damu hargobe Kai  master ne	Don't mind the kuck you master
ha_train_07046	@user Nifa na kasa ganewa, ASSU ne basaso mu koma makaranta ko FG? 🤔 Yau wannan gobe Wancan 🤔	neutral	Nifa na kasa ganewa ASSU ne basaso mu koma makaranta ko FG  Yau wannan gobe Wancan	National National Remote Assyrias is Bad, this tomorrow that
ha_train_07047	@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Tabbas, 😆😆😆 nashi wasa ne.	neutral	Tabbas  nashi wasa ne	It's probably a sport
ha_train_07048	@user @user Bayan a Zazzau din ya kamata ku fara nunawa, seda kuka gama yadawa a duniya sannan zaku dawo ku nuna mana a zaria😠	neutral	Bayan a Zazzau din ya kamata ku fara nunawa seda kuka gama yadawa a duniya sannan zaku dawo ku nuna mana a zaria	After a drop of the event you should be at the end of Seda and you have made you back to Zaria
ha_train_07049	@user Toh fa shidin bai zauna a gida bane 🤔	neutral	Toh fa shidin bai zauna a gida bane	Toh fed the shidin sits at home
ha_train_07050	@user Nasha faro guda daya sai 🍌 da watermelon afta isha prayer Kuma naci waki da taliya	neutral	Nasha faro guda daya sai  da watermelon afta isha prayer Kuma naci waki da taliya	Nasha white and the watermelon affa Isha Prayer and I look wakaki and pasta
ha_train_07051	@user: 🔴 DA DUMI DUMI - An kame tsohon Firaministan Malaysia	neutral	DA DUMI DUMI  An kame tsohon Firaministan Malaysia	Wat Wat is arrested former Malaysia Prime Minister
ha_train_07052	@user Mai nakuda ta samu katifa 🙈😁	neutral	Mai nakuda ta samu katifa	Mathes got mattress
ha_train_07053	@user Koma dai tallafin na waye an dai diba a hakura a bar wannan zancen baba Buhari 😂	neutral	Koma dai tallafin na waye an dai diba a hakura a bar wannan zancen baba Buhari	Return to those who are Diba in Hakura left
ha_train_07054	@user Dan Allah BBC KU tambaimin malam minene hukuncin wanda bai sallah amma idan azumi yaxo yakanyi azumi da sallah a duk lokutan sallah, Bayan azumi ya wuce sai ya daina sallar shin ya azuminsa yake ko kuma musuluncin sa? Tambaya Daga Surajo Chairman Yar-Abba Sokoto Nigeria🇳🇬	neutral	Dan Allah BBC KU tambaimin malam minene hukuncin wanda bai sallah amma idan azumi yaxo yakanyi azumi da sallah a duk lokutan sallah Bayan azumi ya wuce sai ya daina sallar shin ya azuminsa yake ko kuma musuluncin sa Tambaya Daga Surajo Chairman YarAbba Sokoto Nigeria	The son of God askens to question the ruling of Israel, if he does not pray from the prayer, after the fasting, after the fasting of the Chairman
ha_train_07055	@user @user Wannan kuma yarage naka🤷🏻‍♂	neutral	Wannan kuma yarage naka‍	This is your age
ha_train_07056	@user Ina ruwan mu. 🤷‍♂️	neutral	Ina ruwan mu ‍	Where is our water
ha_train_07057	@user Gaskiya ATM hana tattali ne. Amma dai ni a wurina Mobile Banking ne hana tattali😁	neutral	Gaskiya ATM hana tattali ne Amma dai ni a wurina Mobile Banking ne hana tattali	True ATM is prevented to be provisive but I am in my Mobile Banking is to prevent economical
ha_train_07058	@user Se ayi wata kawae..🚶	neutral	Se ayi wata kawae	SE WINS WINN E coffee
ha_train_07059	@user Har anfara lashe baki 😂😂😂	neutral	Har anfara lashe baki	Til the ank
ha_train_07060	@user wai ba Wanda zai yiwa Buhari da APC Alqunut ne kamar yadda aka yiwa Jonathan da PDP? Is not fair 😏😏	neutral	wai ba Wanda zai yiwa Buhari da APC Alqunut ne kamar yadda aka yiwa Jonathan da PDP Is not fair	Wai Non-will For APC Al Amunut as Jonathan and PDP has not Fair
ha_train_07061	@user @user A goman qarshe na RAMADAN? 😲😲😲😲😲😲😲😲	neutral	A goman qarshe na RAMADAN	At the end of the Ramadan
ha_train_07062	@user Hhhh shugaban kasa ne zayi fyade 🤣🤣	neutral	Hhhh shugaban kasa ne zayi fyade	Hhhh President President Nai Ryad
ha_train_07063	@user To wa zaija sallar? 😂	neutral	To wa zaija sallar	To a sack of the prayers
ha_train_07064	@user Erman buhari zai Kara aure Yau, Amman ba buhari shugaban kasa ba 😂 😂	neutral	Erman buhari zai Kara aure Yau Amman ba buhari shugaban kasa ba	Erman Buhari will be married today Amman is not presidential
ha_train_07065	@user Basuga komi bama yanzu muka fara🦅🦅🦅	neutral	Basuga komi bama yanzu muka fara	Are not komi komi now we started
ha_train_07066	@user @user @user @user @user 😂😂😂😂😂 Mufa a kudu ba'a Kiran Rano da sunnan sa hakkan nan, Sai dai ace Alhaji Rano	neutral	Mufa a kudu baa Kiran Rano da sunnan sa hakkan nan Sai dai ace Alhaji Rano	Muafa in South Baana calling the keys in the right, Alhaji Rano
ha_train_07067	@user Sai dai ka jika charaf a hannu😂😂	neutral	Sai dai ka jika charaf a hannu	Except you charaf in hand
ha_train_07068	@user 😃😃😄shiru kakeji """"""""""""""""Ku xauna lpy, ku kara hakuri, kuduba Libya yanda taxama sakamakon bure ga shugaba.....😅😅"""""""""""""""" lbrn kenan kullum	neutral	shiru kakeji Ku xauna lpy ku kara hakuri kuduba Libya yanda taxama sakamakon bure ga shugaba lbrn kenan kullum	LIPLE KINTE YOU SAVE YOUR FRIENDS FOR LIPLE TO BE SUCCES TO KEARBA TO KEARA SUCCES TO KEAKAMA BUI BUE to President LBRN
ha_train_07069	@user 😂🤣😂a season one ko two❔🙄. Don mu har yanxu bamu ga actor ba, boss muke ta gani.😏	neutral	a season one ko two Don mu har yanxu bamu ga actor ba boss muke ta gani	In Season One or Two Don Usa Yaya Giving to Actor No Boss we see
ha_train_07070	@user Saura muji ance an sakesu sun tuba😌	neutral	Saura muji ance an sakesu sun tuba	Residue
ha_train_07071	@user Ko CP_wakili ya kusa finshi suna😂	neutral	Ko CPwakili ya kusa finshi suna	Or cpwirili is near FINSE
ha_train_07072	@user Mallam Director wannan dan kawalin fa kamar na babar sumayya..kodai ajjiye mata shi tayi @user har sai da ta girma sannan ta bata.? Kai Amma wannan dan kawalin yasha ajiya...har tsahon shekaru ashirin (20) ana ajjiyewa sumayya shi 🤔 Anayi munajin dadi Director 😂😅🤣 https://t.co/NIhwPlOhxZ	neutral	Mallam Director wannan dan kawalin fa kamar na babar sumayyakodai ajjiye mata shi tayi  har sai da ta girma sannan ta bata Kai Amma wannan dan kawalin yasha ajiyahar tsahon shekaru ashirin 20 ana ajjiyewa sumayya shi  Anayi munajin dadi Director	Mallam Director This FA Cornography Sumarasha Babaring 20 YEARS SUBTY YEAR DEAKE DAKINITOR
ha_train_07073	@user Mal Taska 😀😀😀 a gidan badamasi	neutral	Mal Taska  a gidan badamasi	Home in the house of Badamasi
ha_train_07074	@user @user A mafarki kuma kamar sequel din Aci Bulus L😁L	neutral	A mafarki kuma kamar sequel din Aci Bulus LL	The dreams and like sequel
ha_train_07075	@user Ai kuza'a tambaya👆	neutral	Ai kuzaa tambaya	Ai Du Dauza Question
ha_train_07076	@user BBC hausa 🤣🤣 wai bijirewa	neutral	BBC hausa  wai bijirewa	BBC News
ha_train_07077	@user Wallahi in naga Zulum na aiki sai na dauka namu kam Kansila ne🥺	neutral	Wallahi in naga Zulum na aiki sai na dauka namu kam Kansila ne	West in the narration of Zulum works then I took his own
ha_train_07078	@user Me ya faru halan❔❔❔❔❔❔❔❔❔❔	neutral	Me ya faru halan	What happens to
ha_train_07079	@user Dan majalisa, Da sakin baki 😂	neutral	Dan majalisa Da sakin baki	Congressman and paragraph
ha_train_07080	@user Hmm! Wannan shi ake kira gyaran idon biri. Kafin ka kare gidan wani yanada kyau ka fara kare gidan malam🤗	neutral	Hmm Wannan shi ake kira gyaran idon biri Kafin ka kare gidan wani yanada kyau ka fara kare gidan malam	Hmm this is called a monetary fixed before you defend the household
ha_train_07081	@user Su kawo mana shinkafa garinmu mukuma mubasu burodin😏	neutral	Su kawo mana shinkafa garinmu mukuma mubasu burodin	To bring rice for us in our city with a bread
ha_train_07082	@user Hmm gaskiya Nigeria sai ahankali hmm 🤔	neutral	Hmm gaskiya Nigeria sai ahankali hmm	Him
ha_train_07083	@user Wlh har nayi mafarki wai kin cikin house mates na bbnaija 😂	neutral	Wlh har nayi mafarki wai kin cikin house mates na bbnaija	Wlh i dream of the house of the House of BBNAIJA
ha_train_07084	@user @user @user Ashe Doguwa ce🤔	neutral	Ashe Doguwa ce	It is a long
ha_train_07085	@user Hakane mu Yan Niger 🇳🇪 Luna Kiran hucuthcin da ya da tche amusou	neutral	Hakane mu Yan Niger  Luna Kiran hucuthcin da ya da tche amusou	Let's call Niger Kirah Kiran Hucuthcin he has TchE Amusou
ha_train_07086	@user @user @user Ke anata kai wayake ta kaya😕	neutral	Ke anata kai wayake ta kaya	She claims to be a phone
ha_train_07087	@user Insunga dama ma karsuyi 😠	neutral	Insunga dama ma karsuyi	Insura Right to Insert
ha_train_07088	@user Gwara da akace jigawa inda kaduna ne sedai a rungume sorry dan se munyi😂	neutral	Gwara da akace jigawa inda kaduna ne sedai a rungume sorry dan se munyi	Drawing Jigawa where Kaduna is the sore to hug sorry son se we do
ha_train_07089	@user Wai yanzu abun da ake yayi kenan😅😅😅	neutral	Wai yanzu abun da ake yayi kenan	It's now that's what is
ha_train_07090	@user Chaap lallai 9ja kasarmu ta gado 😂😂	neutral	Chaap lallai 9ja kasarmu ta gado	ChaAP is certainly 9ja
ha_train_07091	@user @user @user Kai Dj Ab bahaushe ne kai fa kuma ita ma da hausa take maka tambaya sai wani eh , ah make like is she not from VOA😏😏	neutral	Kai Dj Ab bahaushe ne kai fa kuma ita ma da hausa take maka tambaya sai wani eh  ah make like is she not from VOA	As soon as you dj ab alaaaa
ha_train_07092	@user Ace mata ina santa santa😎😎😎	neutral	Ace mata ina santa santa	Ace women I love Santa
ha_train_07093	@user Akwai sabuwar Wakar bakuwar Rarara kenan 😂	neutral	Akwai sabuwar Wakar bakuwar Rarara kenan	There is a new song of Raises
ha_train_07094	@user @user @user Gaskiya idan Mahmud bai biyu babu ba to abun beyi ba wallahi 😏	neutral	Gaskiya idan Mahmud bai biyu babu ba to abun beyi ba wallahi	The truth if Mahmud doesn't do nothing but not to do
ha_train_07095	@user @user @user Hajiya, a tafi dani please 😩😆	neutral	Hajiya a tafi dani please	Haiy to Dani PLEASE
ha_train_07096	@user A wadanne gidajen radio 📻?	neutral	A wadanne gidajen radio	At which regions of radio
ha_train_07097	@user Dama Achan Nake In Koyi Swimming.😎	neutral	Dama Achan Nake In Koyi Swimming	Right in I learned to swimming
ha_train_07098	@user @user Subhanallahi, sukam dangin mutumin nan suyi haquri a biya diyya mana😭😭😭😭	neutral	Subhanallahi sukam dangin mutumin nan suyi haquri a biya diyya mana	Subhanallahi Sumam's family member
ha_train_07099	@user Ana mati a zazzau anan 😌 a chan kuma ana mati adaki 🤔	neutral	Ana mati a zazzau anan  a chan kuma ana mati adaki	Christopher Anudio
ha_train_07100	@user wai najiku shiru, ya kamata aga wata fa😎😎	neutral	wai najiku shiru ya kamata aga wata fa	Wai Bajiku Waya Should Visa A FA
ha_train_07101	@user @user Mre especially ma idan da hauka kazo😂😂	neutral	Mre especially ma idan da hauka kazo	Mre especially even if you are crazy
ha_train_07102	@user 😂😂😂 ohhh wai har akwai dalili kenan	neutral	ohhh wai har akwai dalili kenan	Ohhh there's even a reason for
ha_train_07103	@user Shi kuma me za ayi da shi? 🤔	neutral	Shi kuma me za ayi da shi	It and what is going to do it
ha_train_07104	@user Su suka sani kwayyi da kyau zaiga dakyau🤦‍♀️	neutral	Su suka sani kwayyi da kyau zaiga dakyau‍	They used to know TuShi and nice choice
ha_train_07105	@user @user Tou Ko Mu Shrya Mubiyo Ma A Tambayo Maka Daya. 😂	neutral	Tou Ko Mu Shrya Mubiyo Ma A Tambayo Maka Daya	Tou or Shry Mubís also be asked for you one
ha_train_07106	@user 2023 tazo sai me? 🤷‍♂️ kwaf daya namuku	neutral	2023 tazo sai me ‍ kwaf daya namuku	2023 come then what a beat of one nigas
ha_train_07107	@user Samun nasarar yin magudi akan zaben 2019 shugabancin Nigeria 🇳🇬	neutral	Samun nasarar yin magudi akan zaben 2019 shugabancin Nigeria	A successful movement of cheating on the 2019 presidential election
ha_train_07108	@user Kaya iya Kaya ba Mai dauka 🙆🏼‍♂️🙆🏼‍♂️🙆🏼‍♂️	neutral	Kaya iya Kaya ba Mai dauka ‍‍‍	Goods can do not take
ha_train_07109	@user Wlh baiyi kokariba amma kodan yafi ogan nasu ai da yakaishi daki Kawai yasha AC yabashi Na Mota yakoma gida tab ina Ruwan Bawa kuwa sakakon canji Kagani ai🤣🤣	neutral	Wlh baiyi kokariba amma kodan yafi ogan nasu ai da yakaishi daki Kawai yasha AC yabashi Na Mota yakoma gida tab ina Ruwan Bawa kuwa sakakon canji Kagani ai	Wlh do not try to do with all of their daughters,
ha_train_07110	@user Ai ba sai kace kada a tsoma cikin ruwa ba. Ama tsoma din 😀	neutral	Ai ba sai kace kada a tsoma cikin ruwa ba Ama tsoma din	I only say not to dip in water to dip the
ha_train_07111	@user Ku kira masa EFCC wlhy za’a gano inda suka shiga😎	neutral	Ku kira masa EFCC wlhy za’a gano inda suka shiga	Call him the EFCC WLHY will be found where they go in
ha_train_07112	@user Ku hada ni da ita🙄 @user @user	neutral	Ku hada ni da ita	Join me
ha_train_07113	@user 😂😂😂😂kai daga ji kasan yau ba lbr	neutral	kai daga ji kasan yau ba lbr	you from hearing the bottom of today is not lb
ha_train_07114	@user @user @user Jide Sanwolu ba na ji Hausa 😁	neutral	Jide Sanwolu ba na ji Hausa	Jides Sanwoolu I Have Find Hausa
ha_train_07115	@user @user Anya gayan nan ba catfish account yahadu da na wannan mutanen ba 😂😂	neutral	Anya gayan nan ba catfish account yahadu da na wannan mutanen ba	Anya's wounded by the phone was not the catish account to this people
ha_train_07116	@user Maganar gaskiya villa fah sunci 🍞 sun yaga Leda , Liverpool 7 ,ga arsenal 3 ,wata Kila sauran man United da yaran lampard	neutral	Maganar gaskiya villa fah sunci  sun yaga Leda  Liverpool 7 ga arsenal 3 wata Kila sauran man United da yaran lampard	Villa's Word Villa Fah Suppose Liverpool 7 for Arsenal, 3 Maybe, the other Manchester United, Chillium
ha_train_07117	@user Lallai Tayi tsamiyar Magana...😂😂	neutral	Lallai Tayi tsamiyar Magana	It is indeed a trip
ha_train_07118	@user Wai daman kudin Ghana yafi na Nigeria daraja.🤔	neutral	Wai daman kudin Ghana yafi na Nigeria daraja	I have been more to the money of the Ghana
ha_train_07119	@user Shik zasu cha'se kenan 😂 😂	neutral	Shik zasu chase kenan	Shik will chase
ha_train_07120	@user Wae Anata Giveaways Yau Amma Keh Mutane Sunji Kie Shiru 🙄🙄	neutral	Wae Anata Giveaways Yau Amma Keh Mutane Sunji Kie Shiru	Wae Anata Giveaways today but Keh people have been quiet
ha_train_07121	Lmao @user sansana 😂😂 @user: KARIN MAGANARMU NA YAU: """"""""""""""""Idan kamshi ya kai kamshi ba sai an sansana ba"""""""""""""""". Daga Sabi'u Takai.”	neutral	Lmao  sansana   KARIN MAGANARMU NA YAU Idan kamshi ya kai kamshi ba sai an sansana ba Daga Sabiu Takai”	Lmao means our utterance when imperfect is unbarried from Sabbi
ha_train_07122	@user @user 😂😂 abun yabada citta	neutral	abun yabada citta	The Quran
ha_train_07123	@user Aa Ahmed musa xaku ba 😡😡	neutral	Aa Ahmed musa xaku ba	Aa Ahmed Musa Xak
ha_train_07124	@user Babu nakashashe sai rago✌️	neutral	Babu nakashashe sai rago	There are no disabled and lamb
ha_train_07125	@user Ikon Allah! A jigawar tamu🤔	neutral	Ikon Allah A jigawar tamu	The power of God in the cheer of our
ha_train_07126	@user Hahaha, yo ga alama nan kuna gani, meye kuma na tambaya? 🤣🤣🤣🤣	neutral	Hahaha yo ga alama nan kuna gani meye kuma na tambaya	Hahaha yo seems to see the mee and asking
ha_train_07127	@user ya nunamanashi mugani😎	neutral	ya nunamanashi mugani	results down badani
ha_train_07128	@user So tsola 🙈🙉🙊🐒🐵 yanzu ba Allowance dole a hada neman kudi 🐵	neutral	So tsola  yanzu ba Allowance dole a hada neman kudi	Want Tsolila Now Not Allowance There is to be included
ha_train_07129	@user Tohm ina ruwan mu 😠	neutral	Tohm ina ruwan mu	Tohm i
ha_train_07130	@user Ayyah sunfi karfinsu #Neymar 😄😄🙌	neutral	Ayyah sunfi karfinsu Neymar	Arayah adaptable to Neymar
ha_train_07131	@user @user ......😂😂 ok #Jarumi/mawaki da #Darakta	neutral	ok Jarumimawaki da Darakta	Ok good news and Director
ha_train_07132	@user Of course, tunda ya karbi kason shi🤷	neutral	Of course tunda ya karbi kason shi	Of Course since he had received his
ha_train_07133	@user Wai anya """"""""""""""""Gafaƙar"""""""""""""""" nan da suke rataya wa an tabbatar da cewa Qur'ani ne a ciki, ya kamata kafin su rataya a dinga fitowa dashi ana nuna ma mutane suna tabbatar wa... 🙄	neutral	Wai anya Gafaƙar nan da suke rataya wa an tabbatar da cewa Qurani ne a ciki ya kamata kafin su rataya a dinga fitowa dashi ana nuna ma mutane suna tabbatar wa	What if these things that they have reacted to be proved to be professed in it should be issued to the issue of people
ha_train_07134	@user Kai 😳 350? Dayawa gaskiya, Toh Allah Sarki.	neutral	Kai  350 Dayawa gaskiya Toh Allah Sarki	You are 350 more people toh God king
ha_train_07135	@user Yaushe za'ayi na Nigeria??? 🤔	neutral	Yaushe zaayi na Nigeria	When did Nigeria get Nigeria
ha_train_07136	@user Kullum ce kina kara kau kike ♥️♥️♥️♥️♥️♥️	neutral	Kullum ce kina kara kau kike	It is always you further overlook
ha_train_07137	@user Yan Facebook suna Neman kah 😂😂😂 https://t.co/sx60kiOB5D	neutral	Yan Facebook suna Neman kah	Facebooks looking for Kah
ha_train_07138	@user Yan NIGERIA ko dai yan NIJAR😂	neutral	Yan NIGERIA ko dai yan NIJAR	Nigerians in Nigerian, Nigerians
ha_train_07139	@user BBC Yau Kam kun kure ni nayi nan 🏃🏃	neutral	BBC Yau Kam kun kure ni nayi nan	BBC Supplied me I do here
ha_train_07140	@user A'ah Kuli-Kuli Muka Ci Malamai😠😠😡😡	neutral	Aah KuliKuli Muka Ci Malamai	Aah Kulikuli We ate the teachers
ha_train_07141	@user Har na tuna da kokarin Mallaman Nijeria ranar ji kake suna larabci suna fadin """"""""""""""""UKHRUJU ZAINABA FA IN NAHA SALIHA"""""""""""""""" 🤣🤣🤣	neutral	Har na tuna da kokarin Mallaman Nijeria ranar ji kake suna larabci suna fadin UKHRUJU ZAINABA FA IN NAHA SALIHA	Must Remember Military Mindi Day Ke Maiijier's day, do you speak Arabic,
ha_train_07142	@user Anayi dake yafi baayi dake rahama tare da priyanka a film 1 Ranar hausa ta Duniya😂	neutral	Anayi dake yafi baayi dake rahama tare da priyanka a film 1 Ranar hausa ta Duniya	Ma Tewer Members of Mercy with Priyya at film 1 Day of World Hausa
ha_train_07143	@user @user @user Amfani zaiyi baba 😄	neutral	Amfani zaiyi baba	Used to date
ha_train_07144	@user Allah sarki talakan Nigeria 🇳🇬 😭	neutral	Allah sarki talakan Nigeria	God King the E-Tenthier
ha_train_07145	@user ATM sunyi masu aikin dare Ga shapu gaci wai!😂😂😂🤣🤣🤣	neutral	ATM sunyi masu aikin dare Ga shapu gaci wai	ATM have spent fortnightly for Shapzu Gapal
ha_train_07146	@user Akwai wadanda za suyi kara'i kenan😂	neutral	Akwai wadanda za suyi karai kenan	There are those who are to do
ha_train_07147	@user To Me kuka yi?😳	neutral	To Me kuka yi	So what did you do
ha_train_07148	@user Kai ammafa itama harijace Mtum sha biyu ,kuma two months🙊	neutral	Kai ammafa itama harijace Mtum sha biyu kuma two months	You Ammafa Itama Danajace Mtum Twelve And Two Months
ha_train_07149	@user Hyayi nake hya in na hyanye zan bada Amsa😎	neutral	Hyayi nake hya in na hyanye zan bada Amsa	Heyaya I'm gonna gherie i'll reply to
ha_train_07150	@user wargi guri yaka samu...😅😄	neutral	wargi guri yaka samu	Wargu Guri is not available
ha_train_07151	@user @user Yayin da yan hisba suka fara kamesu xasu ga watsi😂	neutral	Yayin da yan hisba suka fara kamesu xasu ga watsi	While the hisba began to seize them to ignore
ha_train_07152	@user Ɗan wake! 💪 Masana sun ce naushi mai zafi na ga alamun masu cin ɗan wake da safe	neutral	Ɗan wake  Masana sun ce naushi mai zafi na ga alamun masu cin ɗan wake da safe	The experts say a painful punishment for the housing of the morning
ha_train_07153	@user Nawa aka aura ahaka kuma nawa za'a aura nan gaba a haka.... Yanzu haka wani da yake zaqewa ma ya aura bai sani ba 😂.	neutral	Nawa aka aura ahaka kuma nawa zaa aura nan gaba a haka Yanzu haka wani da yake zaqewa ma ya aura bai sani ba	How much it was dried and how much time would you march for a moment
ha_train_07154	@user Har sun wuce shatan MA Wayan nan😀😀😂	neutral	Har sun wuce shatan MA Wayan nan	Until they pass the wheelpiece
ha_train_07155	@user Tunda ansan kano garin Musulinci ne dole ayi shigar musulmai kafin a shigo😎	neutral	Tunda ansan kano garin Musulinci ne dole ayi shigar musulmai kafin a shigo	Since Islamic city is to enter Muslims before entering
ha_train_07156	@user Gaskiya Yan wiwi na wannan lokacin sun bada maza time dinmu munkai 70% ai. 🤣🤣🤣	neutral	Gaskiya Yan wiwi na wannan lokacin sun bada maza time dinmu munkai 70 ai	The Truth Of this time allows our boys to be our husband 70 Ai
ha_train_07157	@user Wannan lallen dai daga gani na Najeriya ne, bugun birnin gwari ma kuwaa. Munsan komai ai.🙄🙄🙄	neutral	Wannan lallen dai daga gani na Najeriya ne bugun birnin gwari ma kuwaa Munsan komai ai	This is also from Nigeria's sight, Ma Kaia We're everything weigh
ha_train_07158	@user ba abunda tayiwa Manchester, don Manchester ta riga ta qare ana biyu2 ateburin firimiyar ingila 😜	neutral	ba abunda tayiwa Manchester don Manchester ta riga ta qare ana biyu2 ateburin firimiyar ingila	Not a Manchester to Manchester to Manchester Protesters are two
ha_train_07159	@user Hannu daya baya tafi👏 #BubaGaladima	neutral	Hannu daya baya tafi BubaGaladima	One hand is not gone to bubagaladatima
ha_train_07160	@user @user wane ne naka? 😆	neutral	wane ne naka	Who is your
ha_train_07161	@user akwai wanda keda ita🤣🤣	neutral	akwai wanda keda ita	There is one who is like
ha_train_07162	@user Dace kaman ta yi hausan da bakin ta a bidio sai mu tabatar💯	neutral	Dace kaman ta yi hausan da bakin ta a bidio sai mu tabatar	Appropriate recruits to be hausea and informed
ha_train_07163	@user 😀wannan a dam zango né da kansa koko。。。？？？？	neutral	wannan a dam zango né da kansa koko	This is a Dam to Né
ha_train_07164	@user Da fatan batasan Dan ita yayi wannan danyen aikin ba, Dan Idan ta sani Shakka to babu zai karasa sauran rayuwarsa akan Titi 😂💔	neutral	Da fatan batasan Dan ita yayi wannan danyen aikin ba Dan Idan ta sani Shakka to babu zai karasa sauran rayuwarsa akan Titi	Hope the battery is to do this copy of the job if she knows definitely about doubt then there will never hurt the rest of his life on the street
ha_train_07165	@user To kunji akwai zuma alayin ga mai so 😂😂😂	neutral	To kunji akwai zuma alayin ga mai so	To the task there is a sweet honey for the reasonable
ha_train_07166	@user 🤣🤣🤣 saboda kudi ko	neutral	saboda kudi ko	Because of the money or
ha_train_07167	@user Saura masu karanta labarai a #bbc 😉 https://t.co/ZjNIW6Cut8	neutral	Saura masu karanta labarai a bbc	Other readers in the BBC
ha_train_07168	@user @user Aimu abun kunya gaba muka bashi ba baya bah💯	neutral	Aimu abun kunya gaba muka bashi ba baya bah	Aimu is a scandal future of credit
ha_train_07169	@user Yo Nigeria ai ba Saudia ba ce 🙅	neutral	Yo Nigeria ai ba Saudia ba ce	YO NB3I is not a
ha_train_07170	@user 😅😅Hhhh tofahh. Wata sabuwa kenan	neutral	Hhhh tofahh Wata sabuwa kenan	HHHH Tofahh is new
ha_train_07171	@user My mum tace kada nayi magana yau🤐🤐	neutral	My mum tace kada nayi magana yau	My mile says don't talk today
ha_train_07172	@user 🤣🤣🤣🤣wannan ai abin mamaki ne tayaya	neutral	wannan ai abin mamaki ne tayaya	This is an amazing thing that
ha_train_07173	@user Daman ya za ayi mutun ya tsoma wayarsa cikin ruwa 😂	neutral	Daman ya za ayi mutun ya tsoma wayarsa cikin ruwa	Damam is likely to be dipped his phone in water
